,small cell vs. small cell
127,0.9887059093808171
128,0.9889040871361139
129,0.9891261434163614
130,0.9893673606730544
131,0.9896183387523582
132,0.9898702839237361
133,0.990113862539944
134,0.9903375119267656
135,0.9905330718567513
136,0.9906926518859616
137,0.9908068969518388
138,0.9908699872025326
139,0.9908803081385443
140,0.9908357827850454
141,0.9907310591912581
142,0.9905712687797131
143,0.990358823480674
144,0.9900951809750692
145,0.9897819491577717
146,0.9894260144094846
147,0.9890308339989613
148,0.9885980747369327
149,0.9881323705348091
150,0.9876380266826582
151,0.9871181074265207
152,0.9865744170684058
153,0.9860124520953617
154,0.9854359669056009
155,0.9848491722801287
156,0.9842577637972174
157,0.9836677916822426
158,0.9830855983599198
159,0.982520120760991
160,0.9819792733661463
161,0.9814705055776196
162,0.9810023112826332
163,0.9805878353014276
164,0.9802306331668532
165,0.9799372867674028
166,0.9797164713255312
167,0.9795735238769444
168,0.9795065469085725
169,0.9795156272661968
170,0.9796040400861513
171,0.9797625204389493
172,0.9799830219359962
173,0.9802577025460478
174,0.9805773907569164
175,0.9809260712044608
176,0.9812911531499479
177,0.9816589299642694
178,0.9820144181012015
179,0.9823456065354317
180,0.9826416789887717
181,0.9828886931796186
182,0.9830823122564004
183,0.9832185219300998
184,0.9832935447035791
185,0.9833047701026099
186,0.9832591091229126
187,0.9831608109925124
188,0.9830132842729773
189,0.9828253534654076
190,0.9826059520622293
191,0.9823623287527996
192,0.9821007173764732
193,0.9818292938427573
194,0.9815531528953692
195,0.9812764994441319
196,0.9810027800920544
197,0.9807337021632032
198,0.9804703024345092
199,0.9802135806177743
200,0.9799634604268065
201,0.9797199085837834
202,0.9794833450165393
203,0.9792553162784239
204,0.9790363851108731
205,0.9788281547112867
206,0.9786331090020346
207,0.9784537022550281
208,0.9782908775584415
209,0.9781458127744931
210,0.978020312629295
211,0.977912471221739
212,0.9778198179628391
213,0.9777391657788074
214,0.9776657259187183
215,0.9775925717835268
216,0.9775131449443292
217,0.9774195329711942
218,0.9773039157517455
219,0.977161014640482
220,0.9769862006837831
221,0.9767737183937814
222,0.9765256682332629
223,0.9762449201239319
224,0.9759360848295441
225,0.9756073690243875
226,0.9752712166356888
227,0.9749399131940337
228,0.9746291765184777
229,0.9743550045712607
230,0.9741303954441641
231,0.9739681557171324
232,0.9738872773788929
233,0.9738903897597054
234,0.9739825241335073
235,0.9741688409156453
236,0.9744509369459469
237,0.9748184866688053
238,0.9752645214341703
239,0.9757832807600179
240,0.9763596717547343
241,0.9769796254610349
242,0.977630634260948
243,0.9782996043137223
244,0.9789723325500767
245,0.9796379500461674
246,0.9802854017505918
247,0.9809045804874634
248,0.9814902202252371
249,0.9820371472560161
250,0.9825378690897124
251,0.9829925167993762
252,0.9834015478427137
253,0.9837651186430222
254,0.9840827786526418
255,0.9843626881245782
256,0.9846104611298161
257,0.9848324500241663
258,0.9850392352648959
259,0.985242851903815
260,0.9854553081375745
261,0.9856927411809272
262,0.9859694426631401
263,0.9862992172711433
264,0.986697397072309
265,0.9871821759554334
266,0.9877594269050993
267,0.98843733697335
268,0.9892270399563481
269,0.990128872387888
270,0.9911369278451962
271,0.9922460045591649
272,0.9934538554313527
273,0.994740394187484
274,0.9960911760292853
275,0.997491079178358
276,0.9989213466113123
277,1.000362403157522
278,1.0017974722217537
279,1.0032070935733728
280,1.0045755874563573
281,1.005891216616163
282,1.0071424786796215
283,1.0083115138962262
284,1.00939818295694
285,1.0103970174790549
286,1.011300028914685
287,1.0121023800312512
288,1.0128084089069485
289,1.0134173340343233
290,1.0139214955842148
291,1.0143260761515651
292,1.014633286269257
293,1.0148416719202988
294,1.014943616822703
295,1.0149464385796454
296,1.0148489095329483
297,1.0146450052100568
298,1.014333163250317
299,1.0139174568955187
300,1.0133978127057603
301,1.0127678202050732
302,1.0120375220970674
303,1.0112136791297128
304,1.0103028627284443
305,1.009314645687802
306,1.008269914327239
307,1.0071871299446038
308,1.0060898741069753
309,1.005008404600339
310,1.0039720614087897
311,1.003012570081452
312,1.0021784975362087
313,1.0014978281402158
314,1.001004021609769
315,1.000737345339062
316,1.000741316244244
317,1.0010259972471638
