,small cell vs. small cell
238,0.9782325796336424
239,0.9791314246159651
240,0.9800598441313308
241,0.9809994971849969
242,0.9819333115419441
243,0.9828405341685114
244,0.9837077932040733
245,0.9845222642241755
246,0.985269765233085
247,0.9859389890706773
248,0.9865277418497156
249,0.9870318290747311
250,0.9874422984883708
251,0.9877640040445806
252,0.9880008407486383
253,0.9881553571804078
254,0.9882284964512611
255,0.9882344656258633
256,0.9881821616137656
257,0.9880805652583136
258,0.9879442471393602
259,0.9877895095918646
260,0.9876317146043481
261,0.9874903749406742
262,0.9873838367618795
263,0.9873292497850938
264,0.987345396359896
265,0.9874545009599545
266,0.9876648226081571
267,0.9879870964549788
268,0.9884356202723893
269,0.9890121343787933
270,0.9897107941123537
271,0.9905263589931171
272,0.9914569345973594
273,0.9924787621096951
274,0.9935743592255776
275,0.9947248784394944
276,0.995906341009632
277,0.9970935812633677
278,0.9982644246424237
279,0.9993926367534116
280,1.0004572248335666
281,1.0014425474361466
282,1.00233350433915
283,1.003107260475816
284,1.0037658153159332
285,1.004304915509873
286,1.0047187877687758
287,1.005008101708238
288,1.0051856227471605
289,1.0052591214366715
290,1.0052324633632683
291,1.00512315065248
292,1.0049450851662562
293,1.0047096251159406
294,1.0044266891220959
295,1.0041109555555279
296,1.0037711352025602
297,1.0034141037258075
298,1.0030459541204793
299,1.002670559359212
300,1.0022897821635222
301,1.0019043910682857
302,1.0015144307682304
303,1.0011198526241027
304,1.0007212007623751
305,1.0003207575105895
306,0.9999224015770206
307,0.9995323148992624
308,0.999161294793667
309,0.9988231102139693
310,0.9985322634184794
311,0.9983068133075159
312,0.9981774879446357
313,0.9981616028937866
314,0.9982818072383763
315,0.9985662145534419
316,0.9990458211963794
317,0.9997288980428038
318,1.0006304767565655
319,1.0017742891489654
320,1.0031578675926518
321,1.0047715710471372
322,1.006606579926467
323,1.0086588773313674
324,1.0108868176011485
325,1.013260816374459
326,1.0157471315634268
327,1.0183009002577257
328,1.0208765664259858
329,1.0234313112719469
330,1.0259108095290486
331,1.0282738376543226
332,1.0304855458548647
333,1.0325095514124123
334,1.0342961126715124
335,1.035843436488261
336,1.037137262056824
337,1.0381574814952532
338,1.0389044182102232
339,1.0394009730646945
340,1.0396620836136365
341,1.0396943756330839
342,1.039542498280887
343,1.039240650280985
344,1.0388209867650278
345,1.0383196660805774
346,1.037779569037965
347,1.0372335837006035
348,1.0367157107920666
349,1.0362556394423759
350,1.0358724129470345
351,1.035581761056327
352,1.0354040716379276
353,1.0353350108361696
354,1.0353726652884598
355,1.0355141668156196
356,1.0357520848137443
357,1.0360673969459198
358,1.036446379026761
359,1.036875743384242
360,1.037337651343183
361,1.0378176302233375
362,1.0383039129669562
363,1.0387840566688085
364,1.0392516925696322
365,1.0397020979161993
366,1.0401314324617692
367,1.0405384612816437
368,1.040926602130558
369,1.0412984242458492
370,1.0416558963290863
371,1.0420044356133407
372,1.0423483010614354
373,1.042690675243837
374,1.0430337040589863
375,1.0433801894800225
376,1.0437310786803755
377,1.0440863204194566
378,1.0444455224609117
379,1.0448084876280752
380,1.045174634687452
