"","r","med1"
"1",0,0.556831398439064
"2",0.3125,0.561945139068196
"3",0.625,0.567131998422982
"4",0.9375,0.572367940412638
"5",1.25,0.577705972552727
"6",1.5625,0.583105174640796
"7",1.875,0.588632633307553
"8",2.1875,0.594229499795271
"9",2.5,0.599976704457883
"10",2.8125,0.605796644991055
"11",3.125,0.611783547659288
"12",3.4375,0.617840695617636
"13",3.75,0.624074594476169
"14",4.0625,0.630369749303439
"15",4.375,0.636843333076263
"16",4.6875,0.643362308593551
"17",5,0.650052225094983
"18",5.3125,0.656764818899738
"19",5.625,0.663630920460452
"20",5.9375,0.670497337842266
"21",6.25,0.677476089640716
"22",6.5625,0.684432800499754
"23",6.875,0.691453102063542
"24",7.1875,0.698421945711481
"25",7.5,0.705399650953901
"26",7.8125,0.712290360136145
"27",8.125,0.719131269851949
"28",8.4375,0.725844888686723
"29",8.75,0.732448521607706
"30",9.0625,0.738881547794968
"31",9.375,0.745145486893288
"32",9.6875,0.751194500187485
"33",10,0.757019056162198
"34",10.3125,0.762585548727401
"35",10.625,0.767878452504594
"36",10.9375,0.772873558108591
"37",11.25,0.777554392056838
"38",11.5625,0.781903221613187
"39",11.875,0.785907324128261
"40",12.1875,0.789552652035113
"41",12.5,0.79283427745227
"42",12.8125,0.795739380152062
"43",13.125,0.798273958192576
"44",13.4375,0.800424474964915
"45",13.75,0.802209882605227
"46",14.0625,0.803614640008954
"47",14.375,0.80467146574823
"48",14.6875,0.805362273697936
"49",15,0.805733113384766
"50",15.3125,0.805763597109047
"51",15.625,0.805511467852648
"52",15.9375,0.804955043046253
"53",16.25,0.804161035823496
"54",16.5625,0.803108163686075
"55",16.875,0.801868476647354
"56",17.1875,0.800423352515461
"57",17.5,0.798845857614281
"58",17.8125,0.797122693878873
"59",18.125,0.795322266737415
"60",18.4375,0.7934422553532
"61",18.75,0.791539121774299
"62",19.0625,0.789624129055037
"63",19.375,0.787739638721231
"64",19.6875,0.785908511398963
"65",20,0.78416032386837
"66",20.3125,0.782526088945758
"67",20.625,0.781024499871837
"68",20.9375,0.779690971833751
"69",21.25,0.778535594391244
"70",21.5625,0.777594386237492
"71",21.875,0.776871283987312
"72",22.1875,0.776399303591235
"73",22.5,0.776178652658283
"74",22.8125,0.776236147520572
"75",23.125,0.776570486358209
"76",23.4375,0.777199680644866
