"","r","med3"
"1",0,0.427354775764131
"2",0.3125,0.417999026313855
"3",0.625,0.408709528044802
"4",0.9375,0.399489685591976
"5",1.25,0.390298528983223
"6",1.5625,0.381165567720756
"7",1.875,0.372119307135228
"8",2.1875,0.363162841932357
"9",2.5,0.354247164787625
"10",2.8125,0.345437176218493
"11",3.125,0.336737710855055
"12",3.4375,0.328136324009558
"13",3.75,0.319631696054476
"14",4.0625,0.311259136038646
"15",4.375,0.303024295948572
"16",4.6875,0.29490912428536
"17",5,0.286940653504693
"18",5.3125,0.279133859637572
"19",5.625,0.271492787806558
"20",5.9375,0.264011231614925
"21",6.25,0.256716903675782
"22",6.5625,0.249616652682699
"23",6.875,0.242714456772489
"24",7.1875,0.236021470843059
"25",7.5,0.229549694388347
"26",7.8125,0.22330639811229
"27",8.125,0.217305873209931
"28",8.4375,0.21155514040347
"29",8.75,0.206060721400325
"30",9.0625,0.200834101764058
"31",9.375,0.195897589441371
"32",9.6875,0.191244930839589
"33",10,0.186883289272994
"34",10.3125,0.182839052660141
"35",10.625,0.179118383545663
"36",10.9375,0.175714620411203
"37",11.25,0.172634243719751
"38",11.5625,0.169927387652148
"39",11.875,0.167563696799222
"40",12.1875,0.165545922616544
"41",12.5,0.163896346722622
"42",12.8125,0.162645023271407
"43",13.125,0.161758296350006
"44",13.4375,0.161240075359261
"45",13.75,0.16113838101929
"46",14.0625,0.161436791626124
"47",14.375,0.162115810679225
"48",14.6875,0.163179441256763
"49",15,0.164699553953731
"50",15.3125,0.166606213408889
"51",15.625,0.16889916350467
"52",15.9375,0.171609292720518
"53",16.25,0.174753012678159
"54",16.5625,0.178279910384388
"55",16.875,0.182186944309271
"56",17.1875,0.186534334213321
"57",17.5,0.191274458741161
"58",17.8125,0.196381974511017
"59",18.125,0.201861649717313
"60",18.4375,0.207770792198267
"61",18.75,0.214027256148282
"62",19.0625,0.220623081531566
"63",19.375,0.227590975552274
"64",19.6875,0.234922607796403
"65",20,0.242564866120528
"66",20.3125,0.250507492945366
"67",20.625,0.258808620557196
"68",20.9375,0.267397938028526
"69",21.25,0.276251891827876
"70",21.5625,0.285375222629711
"71",21.875,0.294796784175118
"72",22.1875,0.304443334933435
"73",22.5,0.31430212723246
"74",22.8125,0.324400526429444
"75",23.125,0.334711280650268
"76",23.4375,0.345191878406089
"77",23.75,0.355829267806111
"78",24.0625,0.366667692411528
"79",24.375,0.377636395195488
"80",24.6875,0.388719369189352
"81",25,0.399920616920933
"82",25.3125,0.411245002818774
"83",25.625,0.422642627142838
"84",25.9375,0.434101694072247
"85",26.25,0.445640187675769
"86",26.5625,0.457228255397974
"87",26.875,0.468840554233253
"88",27.1875,0.480468315369888
"89",27.5,0.492132660067223
"90",27.8125,0.503787931718172
"91",28.125,0.51542522048919
"92",28.4375,0.527047080788844
"93",28.75,0.53864814324889
"94",29.0625,0.550203885971541
"95",29.375,0.561707333857397
"96",29.6875,0.573166621457129
"97",30,0.584562708788031
"98",30.3125,0.595885400825306
"99",30.625,0.607131420909836
"100",30.9375,0.618304253789144
"101",31.25,0.629387145753735
"102",31.5625,0.640376333552735
"103",31.875,0.651271937691569
"104",32.1875,0.66206924447165
"105",32.5,0.672761539218146
"106",32.8125,0.683346466758011
"107",33.125,0.693823527372407
"108",33.4375,0.704187840267622
"109",33.75,0.714437468369152
"110",34.0625,0.724570610442479
"111",34.375,0.734584107218325
"112",34.6875,0.744477610640851
"113",35,0.754250109469125
"114",35.3125,0.763897257621972
"115",35.625,0.773418061571789
"116",35.9375,0.782813567443481
"117",36.25,0.792082744615287
"118",36.5625,0.801215524251093
"119",36.875,0.810217871499058
"120",37.1875,0.819088696385845
"121",37.5,0.827822359217911
"122",37.8125,0.836411682147036
"123",38.125,0.844862332052773
"124",38.4375,0.853171832377669
"125",38.75,0.861326041740654
"126",39.0625,0.869326573802636
"127",39.375,0.877174679755351
"128",39.6875,0.884865266410363
"129",40,0.892374688329117
"130",40.3125,0.899716297907011
"131",40.625,0.90688468852827
"132",40.9375,0.913863100629337
"133",41.25,0.920639189929709
"134",41.5625,0.927220492057575
"135",41.875,0.933599636752252
"136",42.1875,0.939743011512183
"137",42.5,0.945658339106807
"138",42.8125,0.951343631703615
"139",43.125,0.956783867751368
"140",43.4375,0.961939853260538
"141",43.75,0.966833651013603
"142",44.0625,0.971454926673241
"143",44.375,0.975768416555091
"144",44.6875,0.979761742049212
"145",45,0.983446471357995
"146",45.3125,0.986811496751381
"147",45.625,0.989795116564051
"148",45.9375,0.992426139120188
"149",46.25,0.994700418175325
"150",46.5625,0.996591338293581
"151",46.875,0.998052301548763
"152",47.1875,0.99912131528118
"153",47.5,0.999788679445537
"154",47.8125,1
"155",48.125,0.999759891689721
"156",48.4375,0.999089223593911
"157",48.75,0.99798096002493
"158",49.0625,0.996348861231461
"159",49.375,0.994262725555737
"160",49.6875,0.991720768634663
"161",50,0.988690554503396
"162",50.3125,0.985140236006318
"163",50.625,0.981126588776717
"164",50.9375,0.976650203235347
"165",51.25,0.971649110815032
"166",51.5625,0.966162411029808
"167",51.875,0.96022187354683
"168",52.1875,0.953827381276174
"169",52.5,0.94690657042101
"170",52.8125,0.939554188382348
"171",53.125,0.931780213030928
"172",53.4375,0.923557297185139
"173",53.75,0.914886677170571
"174",54.0625,0.905833723880163
"175",54.375,0.896413286583999
"176",54.6875,0.886574593581844
"177",55,0.876386862555289
"178",55.3125,0.86588559373701
"179",55.625,0.855077223898368
"180",55.9375,0.843931186829239
"181",56.25,0.832534329414773
"182",56.5625,0.820907442841003
"183",56.875,0.809037182205605
"184",57.1875,0.796952294679259
"185",57.5,0.784707350958553
"186",57.8125,0.772324431707488
"187",58.125,0.759778841608388
"188",58.4375,0.747139203553489
"189",58.75,0.734433751807532
"190",59.0625,0.721673842845361
"191",59.375,0.708864477396419
"192",59.6875,0.696059910808389
"193",60,0.683280825122399
"194",60.3125,0.670531029284265
"195",60.625,0.657841244553792
"196",60.9375,0.645241579786569
"197",61.25,0.6327501692475
"198",61.5625,0.620372592027474
"199",61.875,0.608142637680697
"200",62.1875,0.596076157646605
"201",62.5,0.584187424704855
"202",62.8125,0.572493311079908
"203",63.125,0.561009092753602
"204",63.4375,0.549746537082477
"205",63.75,0.538723937418708
"206",64.0625,0.527950322374556
"207",64.375,0.517431942159596
"208",64.6875,0.507177889913075
"209",65,0.497212226607665
"210",65.3125,0.487525160421058
"211",65.625,0.478121234598745
"212",65.9375,0.469015461591852
"213",66.25,0.460215206814067
"214",66.5625,0.451708269230462
"215",66.875,0.443495302691905
"216",67.1875,0.435600688164671
"217",67.5,0.428005774644109
"218",67.8125,0.420702676120538
"219",68.125,0.413694044051928
"220",68.4375,0.406997658682257
"221",68.75,0.40058235904873
"222",69.0625,0.394442896733627
"223",69.375,0.388590549277619
"224",69.6875,0.383015964364994
"225",70,0.377696821755076
"226",70.3125,0.372625301431903
"227",70.625,0.36781954162446
"228",70.9375,0.363245693748699
"229",71.25,0.358891355211974
"230",71.5625,0.354753596552138
"231",71.875,0.350833036684736
"232",72.1875,0.347099353081151
"233",72.5,0.343541717976051
"234",72.8125,0.340161557605304
"235",73.125,0.336940264241767
"236",73.4375,0.333858520686355
"237",73.75,0.330904748336965
"238",74.0625,0.328079900706239
"239",74.375,0.325356733832191
"240",74.6875,0.322723462696545
"241",75,0.320170780860977
"242",75.3125,0.31768683216621
"243",75.625,0.315255005303438
"244",75.9375,0.312864047879477
"245",76.25,0.310501989105378
"246",76.5625,0.308155955700105
"247",76.875,0.305815392059793
"248",77.1875,0.30346948595756
"249",77.5,0.301100908106048
"250",77.8125,0.298705570149652
"251",78.125,0.296274507430647
"252",78.4375,0.293792876432164
"253",78.75,0.291249549071246
"254",79.0625,0.288643985697362
"255",79.375,0.285969206469651
"256",79.6875,0.283202938584984
"257",80,0.280349902661937
"258",80.3125,0.277408234977207
"259",80.625,0.274369162710257
"260",80.9375,0.271213544948389
"261",81.25,0.267955936266729
"262",81.5625,0.264593588212265
"263",81.875,0.261110687885715
"264",82.1875,0.257507613502825
"265",82.5,0.253794708134672
"266",82.8125,0.249971725093105
"267",83.125,0.246015780225709
"268",83.4375,0.241948943045005
"269",83.75,0.237775069926403
"270",84.0625,0.23348950427029
"271",84.375,0.22908444744237
"272",84.6875,0.224581206058869
"273",85,0.219983542454675
"274",85.3125,0.21528169269821
"275",85.625,0.210487644261326
"276",85.9375,0.205614639811589
"277",86.25,0.200668110271357
"278",86.5625,0.195636618560871
"279",86.875,0.190545782079982
"280",87.1875,0.185402196970713
"281",87.5,0.180207800176229
"282",87.8125,0.174967824578498
"283",88.125,0.169698676759789
"284",88.4375,0.164407867064487
"285",88.75,0.159097817714437
"286",89.0625,0.153781858353629
"287",89.375,0.148470078081363
"288",89.6875,0.143170211739841
"289",90,0.137890230747559
"290",90.3125,0.132640881237948
"291",90.625,0.127430059499299
"292",90.9375,0.122267911255601
"293",91.25,0.117164477649069
"294",91.5625,0.112125421702589
"295",91.875,0.107158225309931
"296",92.1875,0.10227977683644
"297",92.5,0.0974919069862887
"298",92.8125,0.0927997652284209
"299",93.125,0.0882132259100426
"300",93.4375,0.0837501339999086
"301",93.75,0.0794043328627828
"302",94.0625,0.0751817026153448
"303",94.375,0.0710999834515432
"304",94.6875,0.0671634072358915
"305",95,0.0633677343178937
"306",95.3125,0.0597175828624872
"307",95.625,0.0562412338505482
"308",95.9375,0.0529220269062264
"309",96.25,0.0497615463869007
"310",96.5625,0.0467711852398097
"311",96.875,0.0439665039924631
"312",97.1875,0.0413299463949745
"313",97.5,0.0388635206140703
"314",97.8125,0.0365887404779998
"315",98.125,0.0344979791013971
"316",98.4375,0.0325815540368264
"317",98.75,0.0308404429286301
"318",99.0625,0.0293046343058477
"319",99.375,0.0279433122899461
"320",99.6875,0.0267557089085392
"321",100,0.0257523295089937
"322",100.3125,0.0249385269394964
"323",100.625,0.0242934212355893
"324",100.9375,0.0238147391343262
"325",101.25,0.0235212174417589
"326",101.5625,0.0233949564559224
"327",101.875,0.0234252414561711
"328",102.1875,0.0236113412792721
"329",102.5,0.0239689792209414
"330",102.8125,0.0244699162180024
"331",103.125,0.0251095580021259
"332",103.4375,0.0258937777822594
"333",103.75,0.0268173358678195
"334",104.0625,0.0278626257001834
"335",104.375,0.0290240629843568
"336",104.6875,0.030311043136065
"337",105,0.0317035835859538
"338",105.3125,0.0331925241817718
"339",105.625,0.0347745030546712
"340",105.9375,0.0364502688866798
"341",106.25,0.0382013308578493
"342",106.5625,0.0400211503950948
"343",106.875,0.0419083270704259
"344",107.1875,0.0438534126611572
"345",107.5,0.045845484425447
"346",107.8125,0.0478779869993877
"347",108.125,0.0499482961241896
"348",108.4375,0.0520445246992074
"349",108.75,0.0541600374492505
"350",109.0625,0.0562887915307387
"351",109.375,0.0584237984562856
"352",109.6875,0.060558265317244
"353",110,0.0626865334016624
"354",110.3125,0.0648007590309656
"355",110.625,0.0668956369112954
"356",110.9375,0.0689671576472838
"357",111.25,0.071010419040343
"358",111.5625,0.0730144187115579
"359",111.875,0.0749805157299679
"360",112.1875,0.0769048530277362
"361",112.5,0.0787803495112314
"362",112.8125,0.0806012155302685
"363",113.125,0.0823696306134407
"364",113.4375,0.0840829428525258
"365",113.75,0.0857307431176807
"366",114.0625,0.0873159748303357
"367",114.375,0.0888394074773494
"368",114.6875,0.0902981838967266
"369",115,0.0916824013718916
"370",115.3125,0.0930010309945668
"371",115.625,0.0942534458513381
"372",115.9375,0.0954335687600787
"373",116.25,0.0965409512943396
"374",116.5625,0.097581646432175
"375",116.875,0.0985559273959457
"376",117.1875,0.0994545772499849
"377",117.5,0.100286397854382
"378",117.8125,0.101053869445433
"379",118.125,0.101755562617062
"380",118.4375,0.102386582915829
"381",118.75,0.102956641444802
"382",119.0625,0.103466946423168
"383",119.375,0.103912995012328
"384",119.6875,0.104298009982353
"385",120,0.104627558480381
"386",120.3125,0.104902990408123
"387",120.625,0.105117137701268
"388",120.9375,0.105279711009102
"389",121.25,0.105392498091506
"390",121.5625,0.105454158866636
"391",121.875,0.105462937465399
"392",122.1875,0.105425823076841
"393",122.5,0.105343880068741
"394",122.8125,0.105212875742289
"395",123.125,0.105036606456855
"396",123.4375,0.104818426553126
"397",123.75,0.104558765664816
"398",124.0625,0.10425146297646
"399",124.375,0.103904265335047
"400",124.6875,0.103517627060342
"401",125,0.103088939084033
"402",125.3125,0.102617088890538
"403",125.625,0.102106669541481
"404",125.9375,0.101557823670194
"405",126.25,0.100964821091592
"406",126.5625,0.100331677775976
"407",126.875,0.0996600976674443
"408",127.1875,0.0989489680755342
"409",127.5,0.0981923827376696
"410",127.8125,0.0973969677196278
"411",128.125,0.0965626122739797
"412",128.4375,0.0956850784000446
"413",128.75,0.0947641431161381
"414",129.0625,0.0938038521636539
"415",129.375,0.0928041760646247
"416",129.6875,0.0917576341758637
"417",130,0.0906705022233658
"418",130.3125,0.0895440962229326
"419",130.625,0.0883765938145743
"420",130.9375,0.0871634276112931
"421",131.25,0.0859118302657582
"422",131.5625,0.0846222792971504
"423",131.875,0.0832900579306818
"424",132.1875,0.0819175600964631
"425",132.5,0.0805092211168443
"426",132.8125,0.0790659349579119
"427",133.125,0.0775804740170851
"428",133.4375,0.0760620279334326
"429",133.75,0.0745121984834108
"430",134.0625,0.0729297204606177
"431",134.375,0.0713134065230914
"432",134.6875,0.0696703890679729
"433",135,0.0680023153002279
"434",135.3125,0.0663060974351476
"435",135.625,0.0645866083062116
"436",135.9375,0.0628480374060293
"437",136.25,0.0610920609529467
"438",136.5625,0.0593157537748955
"439",136.875,0.0575271361988829
"440",137.1875,0.055728377104772
"441",137.5,0.0539199171956778
"442",137.8125,0.0521038054458268
"443",138.125,0.0502850029342016
"444",138.4375,0.0484658013251059
"445",138.75,0.0466466882499318
"446",139.0625,0.0448319787828986
"447",139.375,0.0430245671855631
"448",139.6875,0.0412266399698813
"449",140,0.0394404577813228
"450",140.3125,0.0376691805847842
"451",140.625,0.0359150083613244
"452",140.9375,0.0341808296372843
"453",141.25,0.0324693442167587
"454",141.5625,0.0307821092088979
"455",141.875,0.0291211247529887
"456",142.1875,0.0274913709893841
"457",142.5,0.0258928399862119
"458",142.8125,0.0243269433846927
"459",143.125,0.0227966133045567
"460",143.4375,0.0213065516355527
"461",143.75,0.0198547815534042
"462",144.0625,0.0184427928720702
"463",144.375,0.0170760690685867
"464",144.6875,0.0157550234349618
"465",145,0.0144783553435652
"466",145.3125,0.0132472288739168
"467",145.625,0.0120706348444196
"468",145.9375,0.0109424063132804
"469",146.25,0.00986321276631111
"470",146.5625,0.00883692245717986
"471",146.875,0.00786755846112962
"472",147.1875,0.00694988719392587
"473",147.5,0.0060845164804356
"474",147.8125,0.00527887390921593
"475",148.125,0.00452971804011422
"476",148.4375,0.00383450857824563
"477",148.75,0.00319422969331584
"478",149.0625,0.00261813875943972
"479",149.375,0.00209692829364991
"480",149.6875,0.00163075118679153
"481",150,0.00122413103885494
"482",150.3125,0.000878592879140101
"483",150.625,0.000588228286986275
"484",150.9375,0.00035299772246221
"485",151.25,0.000180786346437513
"486",151.5625,6.54597131941086e-05
"487",151.875,4.75874978009646e-06
"488",152.1875,0
"489",152.5,5.73544131269036e-05
"490",152.8125,0.000168410566265831
"491",153.125,0.00033289406846824
"492",153.4375,0.00055502576010378
"493",153.75,0.000833818582856168
"494",154.0625,0.00116471407510908
"495",154.375,0.00154736664586034
"496",154.6875,0.00198799851881136
"497",155,0.00248003623526315
"498",155.3125,0.00302222904248987
"499",155.625,0.0036157549385498
"500",155.9375,0.0042629407119258
"501",156.25,0.00495852252271457
"502",156.5625,0.00570210499450564
"503",156.875,0.00649606018277035
"504",157.1875,0.00733840019098022
"505",157.5,0.00822687899960197
"506",157.8125,0.00916111458153277
"507",158.125,0.0101432056757489
"508",158.4375,0.0111695842406106
"509",158.75,0.0122398281450435
"510",159.0625,0.013353857156886
"511",159.375,0.0145109896491368
"512",159.6875,0.0157100949948515
"513",160,0.0169508523310643
