,smallcell1 vs. smallcell1,smallcell1 vs. smallcell2,smallcell2 vs. smallcell1,smallcell2 vs. smallcell2
158,0.20036732424736928,2.036201607414972,2.036201607414972,0.01786063373451568
159,0.19475085331330697,2.039509740863623,2.039509740863623,0.015951756089631865
160,0.1894177388008956,2.0427040560426204,2.0427040560426204,0.014206745653985497
161,0.18435441657902915,2.045910915260758,2.0459109152607575,0.01261994310755335
162,0.17954647103025145,2.0492669757912836,2.0492669757912836,0.01119008482986028
163,0.1749641637323539,2.0528828869676783,2.052882886967678,0.009906455591527991
164,0.17057620027367784,2.056837455223675,2.056837455223675,0.008758224692893958
165,0.16635233895648432,2.0611920034732414,2.0611920034732414,0.0077365202270467635
166,0.16226222377216518,2.065989911393718,2.065989911393718,0.006833003654319033
167,0.1582751498957508,2.071271299196903,2.0712712991969027,0.006041855513298703
168,0.15436297154220854,2.0769871675474847,2.0769871675474842,0.005347634210234326
169,0.15050382536726636,2.0831021400053493,2.083102140005349,0.004740703848756375
170,0.1466806708844066,2.0895655499315917,2.0895655499315913,0.004211661449515857
171,0.142879671226825,2.0963299471313515,2.096329947131351,0.003753697962142871
172,0.13909621164803457,2.1033114735205864,2.103311473520586,0.003356449230807596
173,0.1353323228130534,2.1104288259417863,2.1104288259417863,0.0030103011804934595
174,0.13159348665762002,2.117615138904531,2.1176151389045303,0.0027078535183984913
175,0.12788905956177468,2.124810270067027,2.124810270067027,0.002442517853140682
176,0.12423267874119787,2.1319614001594474,2.1319614001594474,0.0022093803277903686
177,0.12063966843409342,2.139022463216552,2.139022463216552,0.0020010941281105
178,0.11712359946921709,2.1459658957748484,2.1459658957748484,0.00181316782417198
179,0.11369650202257871,2.1527741470356627,2.1527741470356627,0.0016418205832355163
180,0.11037062405714802,2.1594350024290145,2.1594350024290145,0.0014843265593805148
181,0.10715178916686023,2.165945914033068,2.165945914033068,0.001338013495817171
182,0.10403851880115121,2.1723103764085017,2.1723103764085017,0.0012008660559184176
183,0.10102706346546401,2.1785289512695427,2.1785289512695427,0.0010717758802339535
184,0.09810982796334973,2.184598365181952,2.1845983651819525,0.0009501071108766582
185,0.09527886110781165,2.19049926527693,2.1904992652769306,0.000836031480410387
186,0.09251530576722275,2.196217110142219,2.196217110142219,0.0007291828610053559
187,0.08980437461811658,2.201719996886557,2.201719996886557,0.0006297896737227239
188,0.0871316649299757,2.206965346156889,2.206965346156889,0.0005381478809270684
189,0.08448425171765227,2.2118887715227333,2.2118887715227333,0.0004548150967589223
190,0.08185123289915451,2.2164217161494855,2.216421716149486,0.00038003281530088576
191,0.0792265276048744,2.22051080786531,2.2205108078653106,0.0003135764914930426
192,0.07660835724250502,2.2240949936272654,2.2240949936272654,0.000255338917150367
193,0.07399891643616008,2.227120596030451,2.227120596030451,0.00020505448891242208
194,0.0714050148328521,2.2295046528995286,2.2295046528995286,0.00016276030704630797
195,0.06883660519391857,2.231263511418184,2.231263511418184,0.0001273810616564281
196,0.06630485621295581,2.232403527988293,2.232403527988293,9.823590462429218e-05
197,0.06382151683840492,2.2329533493556672,2.2329533493556672,7.461587894851914e-05
198,0.06139974640732236,2.232952551999728,2.232952551999728,5.591109295173446e-05
199,0.05905093938500765,2.2324840201123095,2.23248402011231,4.1371556119563405e-05
200,0.05677955834084776,2.231669874917274,2.231669874917274,3.0138141304847463e-05
201,0.054589105970861404,2.230622672026597,2.230622672026597,2.1604536088155867e-05
202,0.052479915417609296,2.229461234136615,2.229461234136615,1.5233393304209179e-05
203,0.050453896749620246,2.228312842933227,2.228312842933227,1.0638336412752699e-05
204,0.048500717362068305,2.2272954344360234,2.2272954344360234,7.314438633062428e-06
205,0.04661221826738451,2.2265007639703356,2.2265007639703356,4.944712772316809e-06
206,0.0447800339753167,2.22600035041701,2.22600035041701,3.2851390569999634e-06
207,0.042996975289012536,2.225851436653787,2.225851436653787,2.153047546309254e-06
208,0.0412559339696394,2.22608271381258,2.22608271381258,1.396784920311316e-06
209,0.03954914084403464,2.226668905470113,2.226668905470113,8.900374120920964e-07
210,0.037873416120427994,2.227578123500838,2.2275781235008383,5.56784613887045e-07
211,0.03622797502033094,2.2287599113680296,2.2287599113680296,3.418103392061542e-07
212,0.03461694995919695,2.230156478010527,2.230156478010527,2.086283235961394e-07
