,small cell vs. small cell
425,0.9889088349097578
426,0.9885397674911224
427,0.9881824844720876
428,0.987838637859251
429,0.9875105123721905
430,0.9872012872542245
431,0.9869116807717259
432,0.9866430231815446
433,0.9863970304922954
434,0.9861739978016774
435,0.9859723487755686
436,0.9857911171635404
437,0.9856301809634629
438,0.9854873105552249
439,0.9853609502791326
440,0.9852504454421843
441,0.9851571900077445
442,0.9850807636624779
443,0.9850227841589148
444,0.984986076294727
445,0.9849751749376254
446,0.9849919140500732
447,0.9850395080700165
448,0.9851224536628427
449,0.9852433217008248
450,0.9854014031452235
451,0.9855963729614444
452,0.9858287171223113
453,0.9860929933899127
454,0.9863832888539616
455,0.9866933281115989
456,0.9870160588188066
457,0.9873410276039003
458,0.9876593464865039
459,0.9879614054370922
460,0.9882358332957373
461,0.9884749705475658
462,0.9886707768595435
463,0.9888132260690862
464,0.9888947216343285
465,0.9889121097288311
466,0.988860920770247
467,0.988732500291275
468,0.9885278747895101
469,0.9882482198922838
470,0.9878945364730611
471,0.9874635722183579
472,0.9869677623959148
473,0.9864148569714054
474,0.9858140459373789
475,0.9851783950018949
476,0.9845271247403294
477,0.9838780638530825
478,0.9832528372863517
479,0.9826759024221562
480,0.9821680376221731
481,0.9817503428579584
482,0.981451931926043
483,0.9812869599065736
484,0.9812665903049255
485,0.9814006961124573
486,0.9817080206496048
487,0.9821728540254082
488,0.9827880588007557
489,0.9835447211680844
490,0.9844278669307182
491,0.9854062043496427
492,0.9864550791766489
493,0.9875484349189644
494,0.9886540024444854
495,0.9897434052264197
496,0.9907917802708797
497,0.991769350485858
498,0.9926587428965292
499,0.9934470876373745
500,0.994123219166142
501,0.9946687737152078
502,0.9950931761883849
503,0.9953977319945313
504,0.99558311723966
505,0.9956531317730752
506,0.9956243752839605
507,0.9955060967898476
508,0.9953058290488503
509,0.9950372196568091
510,0.9947127014019952
511,0.9943415043030489
512,0.9939347045670027
