,smallcell vs. smallcell,smallcell vs. largecell,largecell vs. smallcell,largecell vs. largecell
0,0.9475799005539269,4.159664936222206,4.135653539086303,69.4785334654883
1,0.9464214834253951,4.189559537945675,4.163332603211858,62.89592608496095
2,0.94519816359985,4.213974361927866,4.185621537730513,56.11916786065455
3,0.9439178183860895,4.230957103172978,4.200637853843025,49.24519702850486
4,0.9426049043939191,4.238111398910743,4.206055220335036,42.420799261229114
5,0.9413125684450089,4.2336168143208734,4.200093561573787,35.85335189035932
6,0.9401040152801226,4.215851752192101,4.1811229684985225,29.70804507031272
7,0.9390613152591796,4.183756458310069,4.148024184363793,24.135336215589074
8,0.9382802477154026,4.137062092835234,4.10041593841462,19.25251290578804
9,0.9378602460628525,4.076424027555817,4.038798058224903,15.128830673833596
10,0.9379152552747236,4.002688244515614,3.9638145405019967,11.801013832269389
11,0.938489731474293,3.9190915237319546,3.8785424482924027,9.20517958938451
12,0.9395967440464337,3.8284568124394736,3.7856895370369075,7.254760142770155
13,0.9412001102117684,3.7335994882446197,3.6880274169198315,5.842577432082203
14,0.9432147505261483,3.6370499996948706,3.588125226933455,4.855564527414332
15,0.9455157753537181,3.540843611386431,3.48813567127238,4.186857011685442
16,0.9479580592724591,3.4463233016316503,3.3895729985074294,3.746658348749642
17,0.9503740691832417,3.3544928013350015,3.2936807037588363,3.4532420431803668
18,0.9526244710378593,3.265871202182621,3.201208637290996,3.2455985372254057
19,0.95461129077994,3.1806723989904393,3.112562618932237,3.0807315992279793
20,0.9562809336061464,3.0990655679314414,3.0280535506273742,2.9281211672299805
21,0.9576249859910717,3.0212969675229537,2.9480080153628894,2.7677534679302256
22,0.958671703928488,2.9477495223929147,2.872833711237597,2.5881374742105767
23,0.9594796457212176,2.8789721953275245,2.8030513485934843,2.385395449563136
24,0.9601302120503538,2.8154333066249175,2.7390302734988548,2.164460880643321
25,0.9606957436540944,2.757435290632105,2.68097502822703,1.933862801546365
26,0.9612387965942235,2.7050037526257396,2.628813625336449,1.7049166043953952
27,0.9618081718091951,2.657810398753865,2.582134120481749,1.489842489293412
28,0.9624390258412066,2.6151576977603264,2.540178108801181,1.300017199946258
29,0.9631619792015473,2.5760537567869375,2.5019270987111684,1.1461480537641842
30,0.9639913656177292,2.53915039655457,2.466018295526948,1.0333434325504465
31,0.9649420210805841,2.5032108564995887,2.4312260859909776,0.9640001589406232
32,0.9660277901886486,2.4671863844267667,2.396521498417344,0.9380772637833847
33,0.9672596220231818,2.4303621533052837,2.361206782403693,0.9538852224525691
34,0.9686420402045829,2.392459978484959,2.325007841680709,1.0089778914857788
35,0.9701736501254287,2.3536286398447537,2.288062046665535,1.1018522954036145
36,0.9718283847501095,2.314600955266776,2.2510520948151393,1.2296394260450885
37,0.9735604938530552,2.2764271641814897,2.2149508429302833,1.3887672043094488
38,0.9753129077970615,2.240245218651007,2.1808044275793774,1.5753926247156251
39,0.9770187771484224,2.207150534046346,2.149605609609189,1.7838647721823384
40,0.9786096691881218,2.178033938141172,2.122141100470246,2.0062001727599914
41,0.9800231190596123,2.153502230914749,2.0989164105869467,2.232004426364741
42,0.9812096958932847,2.133808760928445,2.080087507865856,2.448092564144451
43,0.9821583157201282,2.118516937965703,2.065167933218953,2.640978515966799
44,0.9828800304645208,2.106968626760676,2.0534637690064756,2.798629767033048
45,0.9834090367226,2.098250884453853,2.0440542537818347,2.911448331354833
