,type_ off  vs. type_ off ,type_ off  vs. type_ on ,type_ on  vs. type_ off ,type_ on  vs. type_ on 
166,0.634431583559514,1.50930469059612,1.50930469059612,0.32700888902572506
167,0.6415019055723858,1.5029007152492566,1.5029007152492566,0.33260216660995784
168,0.648378681560031,1.4965938258198448,1.4965938258198448,0.33821080364385075
169,0.6550596638473484,1.4903754216558909,1.490375421655891,0.34385593137973797
170,0.6615421454704133,1.4842403179845987,1.4842403179845987,0.34955185645801623
171,0.6678239800675724,1.4781780724645859,1.4781780724645859,0.35532355934702103
172,0.673903145053321,1.4721824216501813,1.4721824216501813,0.36118687626558144
173,0.6797774960904839,1.4662416908430898,1.4662416908430898,0.3671694396413053
174,0.6854456859085882,1.4603492263288567,1.4603492263288567,0.3732871430663481
175,0.6909055760476626,1.4544927306387725,1.4544927306387725,0.37956895350381603
176,0.6961565735647285,1.4486657802422764,1.4486657802422764,0.3860293939238145
177,0.7011966598402929,1.442856026808787,1.4428560268087869,0.39269740185150465
178,0.7060261568260654,1.4370578013261528,1.4370578013261528,0.3995848140791216
179,0.7106433851784378,1.4312592137156985,1.4312592137156985,0.4067191876480005
180,0.7150498086175594,1.4254557636088405,1.4254557636088405,0.41410851809077326
181,0.719244397650104,1.4196364504217462,1.4196364504217462,0.42177769294120765
182,0.7232300293751501,1.4137982423251585,1.4137982423251583,0.4297299055391305
183,0.7270067036997384,1.4079313732455288,1.4079313732455288,0.4379861906123008
184,0.7305790015556224,1.402034467691536,1.402034467691536,0.4465441979608236
185,0.7339483724009873,1.396099248327066,1.396099248327066,0.45542007466482043
186,0.7371213816360097,1.3901260769024815,1.3901260769024815,0.4646054272594026
187,0.7401013558726224,1.3841083254902493,1.3841083254902493,0.4741106731983139
188,0.7428970856643523,1.3780480734417253,1.3780480734417253,0.48392113891715377
189,0.7455141733865804,1.3719404074692623,1.3719404074692623,0.49404090945218426
190,0.7479638051923975,1.3657890110862976,1.3657890110862976,0.5044490777921773
191,0.7502541908812357,1.3595906545466068,1.3595906545466068,0.5151430788894275
192,0.7523989835773748,1.3533504256556028,1.3533504256556028,0.5260961200011556
193,0.7544092280523419,1.3470666517813417,1.3470666517813417,0.5372989943984181
194,0.7563009913852221,1.340745547601511,1.3407455476015113,0.5487196826127009
195,0.7580882432896585,1.3343867800907372,1.3343867800907372,0.5603427003680396
196,0.7597892681481402,1.327997347419304,1.327997347419304,0.5721317691262593
197,0.7614208866380244,1.3215779565085104,1.3215779565085106,0.5840658582831323
198,0.7630032498038624,1.3151359950820065,1.3151359950820067,0.5961056853762883
199,0.7645557756474668,1.3086728429179253,1.3086728429179253,0.608225758289774
200,0.7660999784931014,1.302195852646388,1.302195852646388,0.6203852890654848
201,0.7676574385157408,1.2957066633276697,1.2957066633276697,0.6325557195245156
202,0.7692503920940135,1.2892121613226282,1.2892121613226282,0.6446964285688569
203,0.7709019791161842,1.2827138115535648,1.2827138115535648,0.6567774241877531
204,0.772634408265161,1.2762176238475569,1.2762176238475569,0.6687600053225911
205,0.774471640171171,1.2697244664565694,1.2697244664565694,0.6806145132323037
206,0.77643504026826,1.2632391120212163,1.2632391120212163,0.692305889536677
207,0.7785485602517522,1.2567614527281898,1.2567614527281898,0.7038065881514526
208,0.7808318940150961,1.250294740235166,1.250294740235166,0.7150867652511291
209,0.7833081209127536,1.2438375849400145,1.2438375849400145,0.726122647236303
210,0.7859944807048242,1.237391533348399,1.237391533348399,0.7368909091303981
211,0.7889123456433739,1.230953707456281,1.2309537074562813,0.74737296295747
212,0.7920758219670996,1.2245238795989803,1.2245238795989803,0.7575529391740818
213,0.7955038295367073,1.2180975932830265,1.2180975932830265,0.7674184938212072
214,0.7992068147609658,1.2116728990987429,1.2116728990987429,0.7769617102657316
215,0.8032006415505257,1.205243795963215,1.205243795963215,0.7861771155354255
216,0.8074917595265415,1.1988067828837614,1.1988067828837616,0.79506477019591
217,0.8120925525733342,1.1923544690196966,1.1923544690196966,0.8036262306062557
218,0.817005344378746,1.1858820766085052,1.1858820766085052,0.8118690924039641
219,0.8222388135925485,1.179381088125499,1.179381088125499,0.8198016358472138
220,0.8277912355518137,1.1728458079350184,1.1728458079350186,0.827438128659751
221,0.8336675571280168,1.1662669429354804,1.1662669429354804,0.8347928495526261
222,0.8398622699336284,1.1596382973364288,1.1596382973364288,0.8418855317310582
223,0.8463767428348609,1.1529502167579804,1.1529502167579804,0.8487353816832106
224,0.8532021004079744,1.146196454969221,1.146196454969221,0.8553661462203594
225,0.8603364347525717,1.1393674474054305,1.1393674474054305,0.8618006386563267
226,0.8677680268153303,1.1324573536106544,1.1324573536106541,0.8680650297628232
227,0.8754920983006057,1.1254571614862088,1.1254571614862088,0.874184271905925
228,0.8834946665755066,1.1183618770877664,1.1183618770877664,0.8801853378180713
229,0.8917685481103265,1.1111634928479754,1.1111634928479754,0.8860938057616151
230,0.9002980840054051,1.1038582693219792,1.1038582693219792,0.891935890542842
231,0.9090741641863153,1.096439626858778,1.096439626858778,0.8977363292478522
232,0.9180800039029863,1.0889054433434515,1.0889054433434515,0.9035191589230683
233,0.9273050187037385,1.0812509476899885,1.0812509476899885,0.9093069312124942
234,0.9367317758164614,1.0734759444984376,1.0734759444984376,0.9151202848671143
235,0.9463486101150538,1.065577798369143,1.065577798369143,0.9209784249176423
236,0.9561378207135954,1.0575584910488935,1.0575584910488935,0.9268976118244856
237,0.9660869748761454,1.0494177876723232,1.0494177876723232,0.9328927704825452
238,0.9761783713175027,1.0411600343099336,1.0411600343099336,0.9389750694257624
239,0.9863990303292771,1.0327875911995714,1.0327875911995714,0.9451544784545431
240,0.9967314023277901,1.0243072881258897,1.0243072881258897,0.9514366406268014
241,1.0071620872716598,1.0157241964169055,1.0157241964169055,0.9578261739585866
242,1.0176737303935022,1.0070476754401838,1.0070476754401838,0.9643230472345964
243,1.0282525519036592,0.9982855359363497,0.9982855359363498,0.9709264186156902
244,1.0388813414831308,0.9894496319972218,0.9894496319972219,0.9776307161083891
245,1.0495459104979707,0.9805504448391964,0.9805504448391964,0.9844298202421922
246,1.0602290721887744,0.9716021995859101,0.9716021995859101,0.9913130248623014
247,1.0709161536952843,0.9626178727117601,0.9626178727117601,0.9982693976842816
248,1.081589829173548,0.9536138402407568,0.9536138402407568,1.0052837611499963
249,1.0922348485106996,0.9446052857790003,0.9446052857790002,1.0123410986292718
250,1.1028335749880755,0.9356104146479344,0.9356104146479344,1.019422653079818
251,1.1133701022497617,0.9266462146251225,0.9266462146251225,1.0265102830503094
252,1.1238263358773903,0.91773229721191,0.91773229721191,1.0335827336266057
253,1.1341856803580257,0.9088869417268403,0.9088869417268403,1.040619880835843
254,1.1444294945925684,0.9001306484603023,0.9001306484603023,1.0475991894692704
255,1.1545405364023684,0.8914823801641346,0.8914823801641346,1.054499813523022
256,1.1644996155102647,0.8829629304064759,0.8829629304064759,1.0612992230297684
257,1.174288984349003,0.8745912659491757,0.8745912659491757,1.067977149479856
258,1.183889008849656,0.8663878255111419,0.8663878255111419,1.0745123418900113
259,1.193281690536098,0.8583708627386648,0.8583708627386648,1.0808863586866915
260,1.2024471763924833,0.8505597945123349,0.850559794512335,1.087080403695761
261,1.2113675878546486,0.842971447412309,0.842971447412309,1.0930789699550802
262,1.2200231973001396,0.8356235699214091,0.8356235699214091,1.0988667093359763
263,1.2283967239460294,0.828530895195606,0.828530895195606,1.1044319305051926
264,1.2364690174351736,0.8217089180052007,0.8217089180052006,1.1097634699929757
265,1.2442239582747265,0.8151697025285527,0.8151697025285526,1.1148540382116008
266,1.2516435097711636,0.8089260034227078,0.8089260034227078,1.1196970818874936
267,1.2587133311654335,0.8029867681917282,0.8029867681917281,1.1242899613596806
268,1.2654170885721348,0.7973616539591833,0.7973616539591833,1.1286308201107633
269,1.271742852396011,0.792056198371403,0.792056198371403,1.1327215664094155
270,1.2776765960691272,0.7870767516665699,0.7870767516665699,1.1365647903184593
271,1.2832094061348678,0.7824253165129572,0.7824253165129572,1.1401665158985177
272,1.288330143728944,0.7781048814359529,0.7781048814359529,1.143533224771836
273,1.2930334469164944,0.774113956793921,0.774113956793921,1.1466743439726623
274,1.2973115824088193,0.7704522632344132,0.7704522632344131,1.1495994439677226
275,1.3011631670048744,0.7671150164525992,0.767115016452599,1.1523204335994015
276,1.3045842935047915,0.7640988956070129,0.7640988956070129,1.154848996876381
277,1.3075778437944938,0.7613961518818642,0.7613961518818642,1.1571984812501819
278,1.3101440301233578,0.759000758786774,0.759000758786774,1.1593816206948895
279,1.3122901195071206,0.7569024372496499,0.7569024372496498,1.1614121267321418
280,1.3140205857761984,0.7550928739871134,0.7550928739871134,1.1633027163109821
281,1.3153470171617958,0.7535597674780361,0.753559767478036,1.1650664454099573
282,1.316278121798598,0.7522929930662496,0.7522929930662496,1.1667150216056803
283,1.316829551598216,0.751278778585503,0.751278778585503,1.1682599555125845
284,1.3170140401592478,0.7505056959381933,0.7505056959381933,1.1697110935342305
285,1.3168508504341645,0.7499590716189873,0.7499590716189873,1.171077699678062
286,1.3163563454096276,0.749626694124936,0.7496266941249359,1.172367098451103
287,1.3155527585167335,0.749493552868192,0.749493552868192,1.1735858348325354
288,1.3144595005942488,0.7495471684444003,0.7495471684444003,1.1747382755607434
289,1.313100963722253,0.749772733649196,0.749772733649196,1.1758280240362788
290,1.3114988501930058,0.7501579985599375,0.7501579985599375,1.1768562951855244
291,1.3096787546625905,0.7506888603195317,0.7506888603195317,1.1778237806498386
292,1.3076637604626618,0.7513537660602018,0.7513537660602018,1.1787285923278392
